# Forces        
# CofR          : (5.00000000e-01 5.00000000e-02 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
1585            	((-1.76274748e+145 1.40052462e+143 2.81531668e+145) (-1.68075767e+71 -1.01680719e+69 1.35696061e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.71460698e+144 1.15951490e+145 -1.43288767e+144) (-6.65306100e+67 -2.41527203e+69 -8.85605619e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1585.25         	((1.72973363e+145 -9.17984998e+143 -2.82379931e+145) (-1.67862727e+71 -2.94239346e+69 -9.54113922e+68) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.06375896e+144 -1.14266632e+145 1.20962015e+144) (1.81506460e+66 -3.43896279e+69 -9.35887618e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1585.5          	((-1.90573472e+145 9.79214294e+143 3.63485867e+145) (-1.72652750e+71 -2.50537972e+69 2.21057228e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24157375e+144 1.49212266e+145 -1.12017707e+144) (-8.21220298e+67 -2.17332797e+69 -9.36037438e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1585.75         	((1.77546485e+145 -1.04794834e+144 -3.12967463e+145) (-1.74354266e+71 -2.86491937e+69 -1.29381503e+68) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.32546264e+143 -1.27108384e+145 7.24037534e+143) (-1.22064365e+68 -3.27265991e+69 -1.02667875e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1586            	((-2.02645941e+145 5.01957343e+143 3.33967928e+145) (-1.81540480e+71 -3.95164749e+69 2.36179022e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.06476810e+144 1.37027822e+145 -9.48518509e+143) (-2.16795504e+68 -2.33653558e+69 -1.08364271e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1586.25         	((2.01645810e+145 -6.61724208e+143 -4.03878357e+145) (-1.81315302e+71 -4.39998159e+69 -2.63934287e+68) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.90989601e+144 -1.63874961e+145 6.48021114e+143) (6.47263862e+67 -3.50828381e+69 -1.17687997e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1586.5          	((-2.25282287e+145 1.11735946e+144 4.66811813e+145) (-1.87447237e+71 -3.28474751e+69 2.91622736e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.94664807e+144 1.91772198e+145 -6.43459980e+143) (-1.76425746e+68 -2.22158928e+69 -1.17215115e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1586.75         	((1.75542420e+145 1.59113823e+143 -4.59200413e+145) (-1.96474697e+71 -7.30443363e+68 -1.32809382e+66) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.86665856e+144 -1.85837375e+145 6.35266054e+143) (-3.86444686e+68 -3.63832279e+69 -1.15813170e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1587            	((-2.13261544e+145 8.70572274e+143 4.75067206e+145) (-2.04931898e+71 1.29297355e+69 2.81988329e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.08385555e+144 1.95402305e+145 -2.13077557e+143) (-4.02699501e+68 -2.54096704e+69 -1.07881569e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1587.25         	((2.14065109e+145 -7.34872481e+143 -4.23326363e+145) (-2.03733375e+71 1.25472800e+69 6.82091893e+68) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.30124115e+143 -1.71936529e+145 6.98558426e+143) (-4.88625707e+68 -3.48552859e+69 -9.94906425e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1587.5          	((-2.64863887e+145 6.84467195e+143 4.73101780e+145) (-2.14838478e+71 1.15122570e+69 3.54986750e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.27534257e+144 1.94871520e+145 -1.59385514e+144) (-5.77653264e+68 -2.39955638e+69 -1.16583305e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1587.75         	((2.46696385e+145 -1.02532775e+144 -4.21432452e+145) (-2.16749073e+71 1.81478036e+68 6.98645754e+68) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.52739464e+144 -1.70953583e+145 7.30403742e+143) (-4.70584469e+68 -3.72681157e+69 -1.28117523e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1588            	((-2.80137340e+145 1.33892972e+144 4.85010330e+145) (-2.23920868e+71 1.00308554e+69 3.67435386e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.06275229e+143 1.98688855e+145 -7.55969936e+143) (-5.38237482e+68 -2.56666057e+69 -1.28750416e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1588.25         	((2.61722596e+145 -2.98124730e+144 -4.93918860e+145) (-2.26304470e+71 -2.42363466e+69 1.04161085e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.10744590e+144 -1.99675974e+145 1.73919677e+143) (-3.13665851e+68 -3.77264878e+69 -1.41955074e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1588.5          	((-3.16820262e+145 2.58557363e+144 5.62836668e+145) (-2.36490327e+71 -2.60728246e+69 4.17167397e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.35218561e+144 2.30685791e+145 -1.00184063e+144) (-3.15023715e+68 -2.56901701e+69 -1.55453934e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1588.75         	((2.34193785e+145 -1.93394749e+144 -5.85955130e+145) (-2.49235484e+71 -2.00427504e+69 6.41397676e+68) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.89240858e+144 -2.35853467e+145 1.40524899e+144) (-1.54463194e+68 -4.29213336e+69 -1.47936305e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1589            	((-2.87122267e+145 1.52768327e+144 6.20644238e+145) (-2.58021477e+71 -2.33846870e+69 3.89045200e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.29651008e+144 2.54361964e+145 -1.50968778e+144) (-2.59437804e+68 -3.02589178e+69 -1.49528135e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1589.25         	((2.81092002e+145 -1.61610170e+144 -6.89112483e+145) (-2.58857482e+71 -2.64166294e+69 8.31370658e+68) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.77629719e+144 -2.78257564e+145 1.08062975e+144) (1.10785686e+68 -4.38274296e+69 -1.55330034e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1589.5          	((-3.52870433e+145 1.03779398e+144 7.62815228e+145) (-2.69875566e+71 -3.31251450e+69 4.47136547e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.80080953e+144 3.13761184e+145 -1.78736576e+144) (-3.87787240e+67 -2.94383759e+69 -1.64475626e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1589.75         	((3.59826369e+145 -5.49389290e+143 -7.25499809e+145) (-2.68046998e+71 -2.65535465e+69 9.05647384e+68) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.44972984e+144 -2.94377412e+145 3.10408830e+144) (-4.15293282e+67 -4.55540279e+69 -1.44249096e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1590            	((-4.24499116e+145 1.60174337e+142 8.46501384e+145) (-2.78178861e+71 -3.38572755e+69 4.65420665e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.95161703e+144 3.48083641e+145 -3.00541544e+144) (-2.21069502e+68 -3.07017729e+69 -1.44471158e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1590.25         	((4.03403888e+145 -1.39601518e+143 -8.22219202e+145) (-2.79919842e+71 -3.54528063e+69 8.51594646e+68) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.59642418e+144 -3.34524044e+145 2.42539208e+144) (1.68568224e+68 -4.84331980e+69 -1.50460436e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1590.5          	((-4.58008730e+145 1.07773899e+144 8.18351449e+145) (-2.89223869e+71 -2.17875167e+69 4.26353101e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.52361094e+143 3.36805213e+145 -3.45293962e+144) (1.81692331e+68 -3.50974800e+69 -1.67617629e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1590.75         	((4.90343961e+145 1.04506838e+144 -8.57942692e+145) (-2.83517195e+71 8.11143322e+68 7.07468950e+68) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.93644170e+143 -3.49407464e+145 3.37773161e+144) (9.07434404e+67 -5.03534142e+69 -1.65358110e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1591            	((-6.26354418e+145 1.56389680e+144 9.22339986e+145) (-3.03776875e+71 4.49381285e+69 4.52947012e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.12814730e+144 3.81101346e+145 -2.37703137e+144) (-2.65342700e+68 -3.63388544e+69 -1.47831953e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1591.25         	((5.84320805e+145 -7.17793397e+143 -1.13259118e+146) (-3.06936705e+71 5.34592442e+69 -1.54645496e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.67080540e+143 -4.61593807e+145 1.44856686e+144) (-1.37844871e+68 -6.37389793e+69 -1.53312781e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1591.5          	((-6.33335143e+145 2.04218404e+144 1.07909924e+146) (-3.14099257e+71 7.22912884e+69 2.84542269e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.33890096e+144 4.46049304e+145 -3.30946233e+144) (-3.39717805e+68 -4.58052932e+69 -1.73383824e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1591.75         	((5.83646939e+145 -1.28513556e+144 -1.09985141e+146) (-3.16872934e+71 7.96212939e+69 -1.49683377e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.94329227e+144 -4.46370258e+145 3.70441005e+144) (-2.00462879e+68 -6.39599923e+69 -1.66068627e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1592            	((-6.88254412e+145 -3.51825669e+143 1.16162120e+146) (-3.30150623e+71 6.12631465e+69 3.50144592e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.01288555e+144 4.78592669e+145 -3.15362622e+144) (-4.54822231e+68 -4.44363827e+69 -1.59789294e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1592.25         	((5.24978566e+145 -2.87446932e+144 -1.30952699e+146) (-3.46102052e+71 2.20783570e+69 -3.01971438e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.93539468e+144 -5.28438208e+145 3.46331029e+144) (2.65488767e+68 -7.44049765e+69 -1.59590874e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1592.5          	((-6.50825120e+145 -9.19278610e+143 1.27229925e+146) (-3.60390932e+71 -1.72890757e+69 2.16138397e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.56730057e+144 5.24727823e+145 -5.64451511e+144) (-7.00325602e+67 -5.46505311e+69 -1.85683785e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1592.75         	((6.32873093e+145 -5.48927891e+143 -1.16853053e+146) (-3.58514699e+71 -3.05389615e+69 -1.91271913e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.63304850e+145 -4.71632941e+145 2.21399533e+144) (9.97931932e+68 -7.18042056e+69 -2.25116283e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1593            	((-8.09614332e+145 3.77553482e+144 1.32937886e+146) (-3.78041750e+71 1.09055028e+69 3.52859748e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.50884073e+145 5.48317528e+145 -4.89758075e+144) (4.94973513e+68 -5.15795814e+69 -2.48011355e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1593.25         	((8.67202593e+145 -1.82158368e+144 -1.27206606e+146) (-3.68808746e+71 3.16279491e+69 -1.93725017e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.70201095e+145 -5.16160793e+145 6.06389186e+144) (6.41981032e+68 -7.50565658e+69 -2.39728495e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1593.5          	((-9.29260541e+145 1.61191462e+144 1.53993038e+146) (-3.76732101e+71 3.22458540e+69 4.08486174e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.40659815e+145 6.31130772e+145 -5.97135388e+144) (2.72140209e+68 -5.12991568e+69 -2.37175951e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1593.75         	((9.73366178e+145 1.11034655e+144 -1.54988459e+146) (-3.68678516e+71 6.44399443e+69 -1.29018007e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.27057963e+145 -6.29725187e+145 7.60056713e+144) (4.33944974e+68 -7.42010782e+69 -2.20043970e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1594            	((-1.19963006e+146 -4.43081354e+143 1.85438717e+146) (-3.94325436e+71 7.10940220e+69 4.96672716e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.91872634e+144 7.62366510e+145 -6.97751059e+144) (1.92484113e+68 -5.13362001e+69 -2.14930550e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1594.25         	((1.12915574e+146 7.77175022e+144 -2.06150666e+146) (-3.97539488e+71 1.53855761e+70 -3.42946837e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.29305782e+145 -8.40429470e+145 1.24943189e+145) (3.62365664e+68 -8.86040576e+69 -1.60055496e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1594.5          	((-1.36762659e+146 -8.60419443e+144 2.33869179e+146) (-4.22103073e+71 1.38765297e+70 3.84545464e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.21634139e+145 9.64916248e+145 -1.11430868e+145) (-3.85068982e+68 -6.13212438e+69 -1.48641743e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1594.75         	((1.20068417e+146 -2.47788295e+144 -2.31052522e+146) (-4.33131187e+71 3.80179132e+69 -3.55719217e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.83129580e+145 -9.41904975e+145 6.59509614e+144) (6.07962390e+68 -9.35539155e+69 -1.80449427e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1595            	((-1.23688629e+146 3.02875550e+144 2.48989412e+146) (-4.37960461e+71 4.89380582e+69 3.88399367e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23030892e+145 1.02160237e+146 -6.42321529e+144) (4.47339567e+68 -6.35667188e+69 -1.85876881e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1595.25         	((1.31259329e+146 -3.22165692e+144 -2.48968822e+146) (-4.28341851e+71 4.69821961e+69 -3.09666692e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.59375987e+144 -1.01605663e+146 3.86533375e+144) (5.76860915e+68 -9.22252768e+69 -1.99852274e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1595.5          	((-1.67945457e+146 3.40559262e+144 3.03558684e+146) (-4.63541242e+71 5.56193050e+69 5.25323808e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.45456481e+144 1.25079702e+146 -2.12507969e+144) (3.95989590e+68 -6.12345107e+69 -1.91629510e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1595.75         	((1.72215771e+146 -6.39925193e+143 -3.17267766e+146) (-4.56680992e+71 8.01742296e+69 -5.93745855e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.74692448e+145 -1.30422189e+146 1.18758929e+144) (-6.19369534e+67 -1.10309893e+70 -1.95482745e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1596            	((-1.74974662e+146 1.28948677e+144 3.22066673e+146) (-4.61402994e+71 8.80582286e+69 2.35258451e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.99463391e+145 1.32662062e+146 -5.91359524e+144) (-1.28078648e+69 -7.68462148e+69 -2.25554278e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1596.25         	((1.41332487e+146 -2.80758278e+142 -3.72177213e+146) (-4.86561044e+71 1.00938326e+70 -7.80551934e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.54024966e+145 -1.51843733e+146 4.62802026e+144) (4.73393342e+68 -1.21202217e+70 -2.48562302e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1596.5          	((-1.74377608e+146 2.09703061e+144 3.41365932e+146) (-5.15352749e+71 1.20595888e+70 1.05242927e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.09315435e+145 1.41405936e+146 -6.01648612e+144) (6.01372355e+68 -8.77735059e+69 -2.67366358e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1596.75         	((1.48700183e+146 -2.06047604e+145 -2.56530130e+146) (-5.26553580e+71 -3.14313064e+69 -5.23069340e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.20409283e+145 -1.03928102e+146 -2.08403547e+144) (9.42356432e+68 -1.14267562e+70 -3.26696042e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1597            	((-1.75877124e+146 2.12298320e+145 2.65936327e+146) (-5.50335789e+71 -4.56802284e+68 3.42790396e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.17729291e+144 1.09535569e+146 6.93387011e+143) (5.81066205e+68 -8.25104448e+69 -3.43199585e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1597.25         	((2.08876863e+146 -2.59493286e+145 -3.40635560e+146) (-5.24911991e+71 -4.61249042e+69 -6.47594007e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.91843624e+145 -1.38367056e+146 1.14803121e+144) (4.78378176e+68 -1.21982912e+70 -3.45003699e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1597.5          	((-2.01906678e+146 2.44569679e+145 3.74506134e+146) (-5.22490124e+71 -3.76433924e+69 4.59740082e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.10985392e+145 1.53711047e+146 -5.46987409e+144) (-3.88252453e+68 -7.57370883e+69 -3.76476466e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1597.75         	((2.31481877e+146 -1.52756804e+145 -3.98251119e+146) (-4.94039749e+71 2.75009319e+69 -4.14107870e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.21866524e+143 -1.62051140e+146 1.09432093e+145) (-1.15396797e+69 -1.10697756e+70 -3.45246989e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1598            	((-2.49553267e+146 1.50647698e+145 4.72371367e+146) (-5.09619647e+71 3.59111834e+69 7.47931830e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.80921048e+144 1.94061200e+146 -8.87249543e+144) (-4.37758424e+68 -6.41428469e+69 -3.38633261e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1598.25         	((2.16467828e+146 3.49098941e+144 -4.78336862e+146) (-5.23376471e+71 1.80657222e+70 -5.37585924e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.83282304e+144 -1.94293576e+146 1.43726214e+145) (-8.71814243e+68 -1.22297465e+70 -3.07376151e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1598.5          	((-2.40696470e+146 -5.72151576e+144 4.41189665e+146) (-5.45041561e+71 1.53229181e+70 3.59769978e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.49615235e+145 1.81302051e+146 -1.44549012e+145) (-1.03826398e+69 -8.90729332e+69 -3.03568971e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1598.75         	((2.00525591e+146 9.76581614e+144 -4.79027511e+146) (-5.61039838e+71 1.87595902e+70 -6.23052763e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.56947088e+145 -1.94113424e+146 1.35374552e+145) (-1.75109786e+68 -1.30955664e+70 -3.23349705e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1599            	((-2.41093985e+146 -1.67965140e+145 4.96724526e+146) (-5.93109156e+71 1.24635343e+70 5.67090983e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.73380119e+145 2.04625564e+146 -1.30152278e+145) (-4.42082970e+68 -8.65862451e+69 -3.08154461e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1599.25         	((2.40381474e+146 8.90102919e+144 -4.85984881e+146) (-5.81854722e+71 7.41601791e+69 -6.04749201e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.37193546e+145 -1.97892408e+146 4.87954619e+144) (1.53259505e+68 -1.34862412e+70 -3.47860805e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1599.5          	((-2.75981058e+146 -7.90696881e+143 4.92476880e+146) (-6.10307232e+71 1.26290640e+70 6.43960212e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.44220694e+145 2.03249932e+146 -6.36717694e+144) (-4.58547834e+68 -8.79966321e+69 -3.55691844e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1599.75         	((2.19515639e+146 -1.01784029e+145 -4.91132082e+146) (-6.35335667e+71 4.75133301e+69 -6.17224645e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.94415520e+144 -1.99227413e+146 1.57324227e+143) (3.27661614e+68 -1.43318777e+70 -3.84774665e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1600            	((-2.45756556e+146 8.54380085e+144 4.99057849e+146) (-6.56104311e+71 4.36739326e+69 6.84756811e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.59089819e+145 2.05784471e+146 -6.07854471e+144) (-7.29866800e+68 -9.42395823e+69 -4.25812835e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1600.25         	((2.24761076e+146 -2.79175403e+145 -5.06521305e+146) (-6.61699696e+71 -8.97477250e+69 -4.24954383e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.74225789e+144 -2.04696276e+146 4.58062209e+144) (-4.89749178e+68 -1.40709822e+70 -4.35004296e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1600.5          	((-2.82115237e+146 3.77955061e+145 5.31304981e+146) (-6.99703784e+71 -8.02015944e+68 8.73285211e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.58566968e+144 2.19024007e+146 -1.66922062e+144) (-9.31377873e+68 -9.28485685e+69 -4.27089731e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1600.75         	((2.44473355e+146 -3.47703236e+145 -5.85389491e+146) (-7.13965218e+71 -6.02546549e+68 -3.54312298e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.14425640e+145 -2.35668270e+146 1.41718153e+145) (-1.16104645e+68 -1.47404060e+70 -3.84162617e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1601            	((-3.20725610e+146 3.15738471e+145 6.70315188e+146) (-7.56643245e+71 -5.10355751e+68 9.95965283e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.47438302e+145 2.76105931e+146 -1.65496119e+145) (-1.08433776e+69 -9.72097046e+69 -4.05645212e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1601.25         	((3.31559568e+146 -1.29521318e+145 -6.82424284e+146) (-7.44828173e+71 8.12923377e+69 -7.84154396e+68) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.04914485e+145 -2.76200565e+146 2.52882074e+145) (7.68075103e+67 -1.44488780e+70 -3.71169150e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1601.5          	((-4.00886919e+146 1.51268371e+145 7.48720581e+146) (-7.86616585e+71 9.91544601e+69 1.19899007e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.00187215e+145 3.08677237e+146 -2.61935463e+145) (-1.97276841e+68 -9.61789955e+69 -3.89444346e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1601.75         	((3.73707986e+146 -6.40782464e+144 -7.63571496e+146) (-7.91907641e+71 1.36744998e+70 -4.13842823e+68) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.96247257e+145 -3.10169179e+146 5.78280127e+144) (3.42217827e+68 -1.53778512e+70 -4.88951314e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1602            	((-4.64560449e+146 1.07698422e+145 8.04460871e+146) (-8.46261251e+71 1.57818894e+70 1.20472464e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.59757203e+144 3.32946142e+146 -1.16263988e+145) (1.96190285e+68 -1.07379020e+70 -5.10538125e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1602.25         	((3.62767840e+146 -2.18907827e+145 -6.53154153e+146) (-8.80769400e+71 8.97132570e+69 2.53463340e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.88177010e+145 -2.63949168e+146 9.35342980e+144) (1.08757862e+69 -1.53551123e+70 -5.14046988e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1602.5          	((-4.10077738e+146 1.89242920e+145 7.16032412e+146) (-9.11775392e+71 8.76907852e+69 1.47074007e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.40838153e+145 2.94228516e+146 -6.48814161e+144) (6.67180445e+68 -1.06788055e+70 -4.96916493e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1602.75         	((3.93661513e+146 -2.94102498e+145 -8.96317881e+146) (-9.17143633e+71 2.92093021e+69 2.50349688e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.62521185e+145 -3.62049378e+146 1.20944952e+145) (6.88285394e+68 -1.62492462e+70 -4.65844011e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1603            	((-4.67345508e+146 4.55994700e+145 9.92855992e+146) (-9.53361847e+71 1.21766345e+70 1.66125137e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.54997808e+145 4.08941678e+146 -1.34399962e+145) (-2.51713435e+68 -1.05605602e+70 -4.72959148e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1603.25         	((4.84535024e+146 -2.20734055e+145 -8.73211460e+146) (-9.40136307e+71 2.08781286e+70 6.71231330e+69) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.25914158e+145 -3.54424777e+146 2.05419144e+145) (-3.81163245e+68 -1.50320357e+70 -4.24037702e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1603.5          	((-5.88617734e+146 2.71381072e+145 1.13316889e+147) (-9.87731224e+71 2.43698436e+70 2.13546978e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.64952249e+145 4.66333333e+146 -1.49654578e+145) (-6.28976960e+68 -9.26526993e+69 -4.07657342e+70) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
