# Forces        
# CofR          : (5.00000000e-01 5.00000000e-02 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
213             	((-2.16290521e+24 -1.51376658e+22 4.02612157e+24) (-5.85415210e+10 3.32571984e+08 1.10567014e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.99167406e+23 1.63957031e+24 -2.03833054e+23) (-8.84340333e+07 -6.29233935e+08 -3.28602254e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.25          	((1.97357848e+24 -1.33237685e+22 -4.80928499e+24) (-5.98709635e+10 1.24800102e+08 -4.37082545e+06) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.92251689e+23 -1.95283637e+24 1.92316092e+23) (2.72074923e+07 -1.14511343e+09 -3.41148031e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.5           	((-2.65575319e+24 -3.27166213e+22 5.39253185e+24) (-6.44858156e+10 -2.02846974e+08 8.92616355e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.39905402e+23 2.21564877e+24 -2.30211967e+23) (-2.49194943e+07 -8.06536984e+08 -3.63525652e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
213.75          	((2.27790425e+24 -2.15900402e+22 -5.15941120e+24) (-6.65603099e+10 -5.49937848e+08 -1.74568603e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.29103678e+23 -2.10000037e+24 2.23924809e+23) (3.04797841e+07 -1.30058690e+09 -3.64151827e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214             	((-2.59275512e+24 -6.71501586e+22 5.37735679e+24) (-6.86773225e+10 -1.10636379e+09 7.98609744e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.67267935e+22 2.20749996e+24 -2.31097985e+23) (6.19786975e+07 -9.08843075e+08 -3.76774161e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.25          	((2.20302675e+24 -1.47532947e+23 -5.31387386e+24) (-7.07717232e+10 -2.40292488e+09 -1.38313110e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.35708168e+22 -2.15418309e+24 9.37403801e+21) (7.42929878e+07 -1.34312068e+09 -4.90599942e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.5           	((-2.90851298e+24 2.75310522e+23 5.45261915e+24) (-7.50692679e+10 -1.59343396e+09 8.34926745e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.69278612e+23 2.24813431e+24 -2.58846561e+22) (-2.32127234e+07 -9.75600753e+08 -4.85799268e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
214.75          	((3.09353471e+24 -2.64662678e+23 -4.56447109e+24) (-7.38387962e+10 -1.62334418e+09 7.61884556e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.61193947e+23 -1.85175174e+24 3.98183009e+22) (9.22443329e+06 -1.30740428e+09 -4.88328748e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215             	((-3.24482156e+24 2.45562783e+23 5.26381292e+24) (-7.51691000e+10 -1.64076190e+09 1.07618808e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.44785401e+23 2.15010582e+24 -6.55485219e+22) (-1.70622349e+07 -8.98549723e+08 -5.02868921e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.25          	((3.39378085e+24 1.84271370e+23 -6.37636066e+24) (-7.44652279e+10 7.24336965e+08 -6.38929644e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.60692934e+23 -2.58166733e+24 3.14081940e+23) (-9.65778048e+07 -1.41377938e+09 -3.79841151e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.5           	((-3.80206298e+24 -2.90504142e+23 7.09576952e+24) (-7.71072928e+10 -1.31245490e+08 1.10695920e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.54561767e+23 2.91098523e+24 -3.76069956e+23) (-1.56585889e+08 -9.31787535e+08 -4.08368599e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
215.75          	((3.54196283e+24 4.15069990e+23 -7.76741712e+24) (-7.79660043e+10 6.45287005e+08 -2.02584356e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.07388793e+22 -3.15573005e+24 3.12454840e+23) (-1.00945362e+08 -1.54321936e+09 -4.27591353e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
216             	((-4.55938380e+24 -2.65942636e+23 8.17402335e+24) (-8.33888039e+10 1.13129629e+09 9.17652853e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.03729156e+23 3.37066340e+24 -2.68724099e+23) (-3.30460808e+07 -1.12307735e+09 -4.03370696e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
216.25          	((4.40386421e+24 1.46345609e+23 -7.03270372e+24) (-8.32138376e+10 5.85718281e+08 -1.06643831e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.54878740e+22 -2.86210343e+24 6.30600865e+22) (-6.47189096e+07 -1.57312201e+09 -4.90865317e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
216.5           	((-4.72608711e+24 -2.22079264e+23 8.48427216e+24) (-8.49951739e+10 1.06523141e+08 1.18604725e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.91950599e+22 3.46905373e+24 -2.85624829e+23) (-6.12841472e+07 -1.05119848e+09 -5.92525306e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
216.75          	((4.24884127e+24 -6.48130459e+22 -7.94708105e+24) (-8.67059983e+10 -1.24452536e+09 -4.23206384e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.99922815e+23 -3.21749212e+24 1.50963335e+23) (1.22573403e+08 -1.60307182e+09 -6.46731594e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
217             	((-5.37769787e+24 -8.15963275e+21 9.44087406e+24) (-9.21317377e+10 -1.59089446e+09 1.31240092e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.51993667e+23 3.86570075e+24 -2.26765326e+23) (-3.93264082e+06 -1.09889207e+09 -6.44577457e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
217.25          	((4.71236643e+24 -2.85776965e+23 -9.58093467e+24) (-9.47128572e+10 -2.97665256e+09 -4.94487450e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.58512428e+23 -3.89159464e+24 1.82094036e+23) (8.06916550e+07 -1.92188440e+09 -6.56089398e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
217.5           	((-5.73391537e+24 2.33964956e+22 1.00547567e+25) (-9.90531046e+10 -4.07200449e+09 9.10145202e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.79871692e+23 4.13267278e+24 -4.37507533e+23) (1.64306663e+07 -1.38800715e+09 -7.49503165e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
217.75          	((6.34408068e+24 -4.29208615e+22 -1.03458912e+25) (-9.66028152e+10 -4.13505852e+09 -5.02429402e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.30340903e+24 -4.21581730e+24 7.35644197e+23) (1.68044957e+08 -1.95164423e+09 -6.57125561e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
218             	((-7.46143468e+24 1.97130154e+23 1.26703345e+25) (-1.01583913e+11 -3.46096428e+09 1.24352996e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.16403349e+24 5.20556025e+24 -5.81217463e+23) (4.20717611e+06 -1.27119894e+09 -6.00441798e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
218.25          	((7.73243487e+24 2.49348750e+23 -1.27238077e+25) (-1.00210754e+11 -1.65747325e+09 -6.40538684e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.22542392e+24 -5.19548213e+24 1.10762621e+24) (-7.40995086e+07 -2.10294333e+09 -4.02103070e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
218.5           	((-9.24425966e+24 -9.68626159e+22 1.56054276e+25) (-1.06404337e+11 -1.23676750e+09 1.15889100e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.60784214e+24 6.40954469e+24 -8.42633414e+23) (-2.89004125e+08 -1.41369251e+09 -3.25019485e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
218.75          	((8.40777538e+24 7.19889035e+23 -1.78417523e+25) (-1.09046794e+11 1.10299983e+09 -9.53700525e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.03260197e+23 -7.28505532e+24 8.16368604e+23) (-3.15812278e+08 -2.38967141e+09 -3.09177287e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
219             	((-9.38644102e+24 -1.06665255e+24 1.52467632e+25) (-1.13643141e+11 -6.12284093e+08 5.37417056e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.36337721e+23 6.30103190e+24 -7.60659028e+23) (-2.53238545e+08 -1.80804495e+09 -3.14530448e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
219.25          	((7.62033660e+24 7.89267591e+23 -1.59244195e+25) (-1.18852194e+11 -1.52443330e+09 -1.21332445e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.22349031e+24 -6.44910916e+24 3.26569565e+23) (1.22836585e+08 -2.58314507e+09 -4.68466369e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
219.5           	((-9.59044971e+24 -5.84210422e+23 1.68885806e+25) (-1.25546806e+11 -1.10045718e+09 8.39877676e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.56978755e+23 6.97310180e+24 -4.11276998e+23) (5.50605123e+07 -1.79857304e+09 -4.94292271e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
219.75          	((9.71854306e+24 1.37238949e+23 -1.70527798e+25) (-1.24230805e+11 -2.50917250e+09 -1.33974516e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.01050405e+24 -6.92693879e+24 1.29269772e+22) (2.87111392e+08 -2.74968400e+09 -5.99113798e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
220             	((-1.13063500e+25 -3.72161871e+23 1.82798213e+25) (-1.29562878e+11 -3.38533779e+09 7.71935082e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.08417098e+24 7.54163249e+24 -4.26942835e+23) (7.03563281e+07 -1.93119989e+09 -6.97459761e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
220.25          	((1.05719420e+25 -6.31016877e+22 -1.96309212e+25) (-1.30746830e+11 -4.72229814e+09 -1.29121439e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.37464105e+24 -7.96955208e+24 3.79063448e+23) (3.94637761e+08 -2.85878506e+09 -6.97718832e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
220.5           	((-1.21010520e+25 5.40740091e+23 2.01350892e+25) (-1.35973178e+11 -3.07927859e+09 9.10767676e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.20754447e+24 8.30882011e+24 -5.33238561e+23) (2.00184965e+08 -2.00418998e+09 -7.31120537e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
220.75          	((1.07443921e+25 4.15913629e+23 -2.15629345e+25) (-1.38779068e+11 -2.53905091e+08 -1.14985614e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.59268438e+23 -8.73300339e+24 7.96023105e+23) (2.01279163e+08 -2.94976784e+09 -6.34376366e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
221             	((-1.31735490e+25 -4.30346188e+23 2.19853547e+25) (-1.46374141e+11 -4.76169188e+08 1.08972574e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.71129279e+24 9.07823119e+24 -9.56419087e+23) (-4.70283134e+07 -2.10372843e+09 -6.76335440e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
221.25          	((1.27900492e+25 -1.00584035e+23 -2.52990174e+25) (-1.46396145e+11 -1.99189362e+09 -1.40887210e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.42723741e+24 -1.02732114e+25 1.02432270e+24) (1.33867078e+08 -3.22315921e+09 -6.38290436e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
221.5           	((-1.44902654e+25 2.19843907e+23 2.84109859e+25) (-1.51372889e+11 -1.60518770e+09 1.30255280e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.53845411e+24 1.17129521e+25 -1.11324579e+24) (-3.51553309e+07 -2.13195546e+09 -6.77839507e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
221.75          	((1.43445785e+25 -5.06493094e+23 -2.61506690e+25) (-1.50033182e+11 -2.50670035e+09 -8.11831858e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.10873349e+23 -1.06471455e+25 7.61024905e+23) (-1.02637769e+08 -3.07296605e+09 -7.27990370e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
222             	((-1.60304511e+25 9.79744702e+22 2.97130497e+25) (-1.55262539e+11 -3.52602371e+09 1.78139215e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.91047943e+24 1.22167917e+25 -9.41064705e+23) (-3.63435533e+08 -2.04945401e+09 -7.84284036e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
222.25          	((1.45169924e+25 -5.11323717e+23 -2.88932152e+25) (-1.57680769e+11 -4.71194831e+09 -6.85349491e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.92253943e+24 -1.17438638e+25 6.66506450e+23) (2.69399034e+07 -3.17670410e+09 -8.72218344e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
222.5           	((-1.69512780e+25 6.86866724e+23 2.78225662e+25) (-1.65175496e+11 -4.04656473e+09 1.65042473e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.66162261e+24 1.14584341e+25 -5.24743624e+23) (-1.52478631e+08 -2.30054349e+09 -8.51262111e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
222.75          	((1.52307796e+25 -3.37774897e+23 -3.01464039e+25) (-1.68152407e+11 -3.26170232e+09 -8.17761067e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.78050778e+24 -1.21920598e+25 1.00638293e+24) (-1.15551649e+08 -3.39019740e+09 -7.55177048e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
223             	((-2.02544172e+25 -2.57999455e+23 3.71957004e+25) (-1.80364104e+11 -4.80263724e+09 2.36128169e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.99014674e+24 1.53306349e+25 -1.41084542e+24) (-8.85241913e+07 -2.18594434e+09 -8.70257508e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
223.25          	((2.00764509e+25 1.24319897e+24 -4.16619061e+25) (-1.79864139e+11 -2.40348230e+09 -1.52947506e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.21500969e+24 -1.69856717e+25 1.59398143e+24) (2.70869682e+08 -3.94880416e+09 -8.34797038e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
223.5           	((-2.45886760e+25 -1.06599072e+24 4.15818376e+25) (-1.90295086e+11 -2.34383387e+09 1.18007370e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.94790179e+24 1.72008423e+25 -1.19686787e+24) (4.39588033e+07 -2.93028908e+09 -7.43383066e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
223.75          	((2.26230268e+25 7.65036647e+23 -4.99992381e+25) (-1.93116145e+11 -2.88284445e+09 -2.17765287e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.27781879e+24 -2.03819900e+25 6.26412147e+23) (2.16906942e+08 -4.43003993e+09 -8.21670961e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
224             	((-2.39328163e+25 2.46689852e+23 4.66573904e+25) (-1.96433779e+11 -8.55923578e+08 1.08383841e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.69725889e+24 1.92829349e+25 -5.75336452e+23) (8.71666096e+06 -3.08268834e+09 -7.98596798e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
224.25          	((2.44502797e+25 -1.12711931e+24 -5.08595868e+25) (-1.93439808e+11 -2.99491343e+09 -1.92529481e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.71945024e+23 -2.07059360e+25 -5.56263516e+23) (-1.10683788e+08 -4.34846053e+09 -9.48911184e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
224.5           	((-2.88807079e+25 2.74808128e+23 5.02017794e+25) (-2.03454711e+11 -4.70012012e+09 1.63819749e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.42768789e+24 2.07954812e+25 -3.80845759e+23) (4.84148308e+07 -2.93612307e+09 -1.12902704e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
224.75          	((2.65175560e+25 2.35286138e+22 -4.57499169e+25) (-2.04697402e+11 -4.09522611e+09 -1.73509265e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.68526982e+24 -1.85626898e+25 1.55347605e+23) (1.34011994e+08 -4.42234765e+09 -1.15192586e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
225             	((-3.04380197e+25 1.25005938e+24 5.27572814e+25) (-2.12936382e+11 -1.36000695e+09 1.90852713e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.44091446e+24 2.17245899e+25 7.79707250e+22) (-2.86749128e+08 -3.02001279e+09 -1.07635655e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
225.25          	((2.97960787e+25 1.09586853e+24 -4.28354944e+25) (-2.11110967e+11 3.25454994e+09 -9.91563294e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.00856056e+24 -1.73875487e+25 1.85964378e+24) (-3.08360780e+08 -4.24779414e+09 -7.49105918e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
225.5           	((-3.29432542e+25 -2.33760177e+24 5.02563487e+25) (-2.19428438e+11 1.86217019e+08 2.63326380e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.09860796e+24 2.05712824e+25 -2.60289143e+24) (-1.96307132e+08 -2.88034460e+09 -9.25117494e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
225.75          	((3.22183427e+25 3.40252594e+23 -4.35350248e+25) (-2.18749826e+11 -3.36030552e+09 -7.04975360e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.94751902e+24 -1.75842703e+25 1.79655215e+24) (4.64256670e+08 -4.29180775e+09 -1.04352691e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
226             	((-3.56082933e+25 -5.74011700e+22 5.83910116e+25) (-2.25868700e+11 -2.69686408e+09 3.36503481e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.21629000e+24 2.37215753e+25 -1.92816411e+24) (1.62779273e+08 -2.73634997e+09 -1.03283408e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
226.25          	((2.88713102e+25 1.20602000e+24 -7.17703048e+25) (-2.37378340e+11 -2.60731783e+08 -2.09287971e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.99120144e+24 -2.89591679e+25 2.67734685e+24) (4.57833349e+08 -5.25961813e+09 -9.30167378e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
226.5           	((-3.26721993e+25 -1.77685685e+24 7.43908968e+25) (-2.44683960e+11 -1.56688513e+09 2.18880233e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.98298994e+24 3.04353817e+25 -3.03967770e+24) (4.01200325e+08 -3.56883628e+09 -1.01193380e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
226.75          	((3.19735932e+25 3.05815296e+24 -7.87761155e+25) (-2.44857263e+11 1.11872037e+09 -1.57998165e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.84912407e+23 -3.18988130e+25 3.07791243e+24) (7.16052045e+08 -5.14461258e+09 -9.66602744e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
227             	((-4.17833022e+25 -2.79278356e+24 7.93367793e+25) (-2.61664315e+11 1.28026654e+09 2.71408155e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.82412923e+23 3.27072499e+25 -2.64015030e+24) (4.26727894e+08 -3.53348362e+09 -9.00120101e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
227.25          	((4.38355832e+25 -4.50007748e+23 -8.07386589e+25) (-2.56627688e+11 -3.78085700e+09 -2.02210730e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.42228267e+24 -3.28442504e+25 6.59197651e+23) (1.41810770e+09 -5.55228473e+09 -1.14654958e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
227.5           	((-4.99555544e+25 -7.84744897e+23 9.12160697e+25) (-2.66686580e+11 -5.60047440e+09 2.72552453e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.39818939e+24 3.75416666e+25 -1.77891299e+24) (9.85596377e+08 -3.69320881e+09 -1.28147162e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
227.75          	((4.15742440e+25 1.19128235e+24 -8.70942612e+25) (-2.76059571e+11 -4.56562189e+09 -1.78797106e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.34433234e+24 -3.52891564e+25 2.69740890e+24) (1.38480210e+09 -5.78270494e+09 -1.11573866e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
228             	((-4.98017213e+25 -1.56088361e+24 9.07008117e+25) (-2.89050461e+11 -5.17352662e+09 2.68511752e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.32857902e+24 3.73151876e+25 -2.70597398e+24) (9.13433129e+08 -4.09311911e+09 -1.11940291e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
228.25          	((4.02977552e+25 5.47652214e+24 -9.19024715e+25) (-3.00116750e+11 1.13510408e+09 -1.67572084e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.15565493e+24 -3.70674923e+25 5.24893032e+24) (1.02767392e+09 -6.11071495e+09 -7.54082183e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
228.5           	((-5.14664195e+25 -4.89782105e+24 9.96384971e+25) (-3.15641800e+11 1.28998525e+09 3.30254144e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.75871833e+24 4.10197640e+25 -4.42847157e+24) (3.85617516e+08 -4.21994167e+09 -7.03342591e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
228.75          	((4.96623633e+25 3.52682952e+24 -9.52847866e+25) (-3.16416148e+11 -2.68080554e+08 -9.27594223e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.89853762e+24 -3.85299719e+25 2.36240472e+24) (1.00888559e+09 -6.12712018e+09 -8.58921773e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
229             	((-5.97212395e+25 -3.93303526e+24 1.14031019e+26) (-3.30661327e+11 -1.30707631e+09 4.20552266e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.23841465e+24 4.68481903e+25 -3.91825940e+24) (7.53229112e+08 -4.14110173e+09 -1.10637479e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
229.25          	((6.01267088e+25 1.44450510e+24 -1.23599172e+26) (-3.29392860e+11 -4.11631952e+09 -1.23185701e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.36809758e+24 -5.02426635e+25 2.13304403e+24) (9.27303631e+08 -6.61663282e+09 -1.24703026e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
229.5           	((-7.31799382e+25 3.45199613e+22 1.24402593e+26) (-3.47092589e+11 -2.18402614e+09 3.49642576e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.15511869e+24 5.13613751e+25 -2.18907109e+24) (6.51669056e+08 -4.82477432e+09 -1.29166354e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
229.75          	((6.75918914e+25 2.30692254e+24 -1.13631826e+26) (-3.50083816e+11 7.28826355e+08 -2.82769251e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.59753508e+24 -4.60202729e+25 3.86738405e+24) (6.78453352e+08 -6.55276652e+09 -1.04681153e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
230             	((-7.98567447e+25 -2.76526168e+23 1.28996240e+26) (-3.65605562e+11 3.03983003e+09 4.92592679e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.24156121e+24 5.30012063e+25 -3.36792002e+24) (-3.60873925e+07 -4.54936776e+09 -1.02012239e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
230.25          	((7.57450079e+25 2.78902699e+24 -1.42452641e+26) (-3.67863391e+11 5.69771653e+09 -3.94147832e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.30707453e+24 -5.76379334e+25 5.74743988e+24) (1.13774991e+08 -6.99601048e+09 -7.24944996e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
230.5           	((-9.03015125e+25 -2.16119959e+24 1.58521192e+26) (-3.85110372e+11 6.31684228e+09 5.23114563e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.61599605e+24 6.52050443e+25 -4.98289327e+24) (-4.52952849e+08 -4.79861748e+09 -7.19093772e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
230.75          	((8.76719875e+25 -6.84646399e+24 -1.76263757e+26) (-3.86694038e+11 -3.74555861e+09 -1.00702673e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.19296101e+24 -7.16027774e+25 4.27582446e+23) (7.10829942e+07 -7.65233677e+09 -1.16463876e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
231             	((-1.01255985e+26 7.41651896e+24 1.70549677e+26) (-4.02773502e+11 -2.16215153e+09 4.48172006e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.12138724e+24 7.04208767e+25 -9.76554433e+23) (-1.60659894e+08 -5.47408940e+09 -1.30359134e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
231.25          	((9.75006115e+25 -7.56584168e+24 -1.85596801e+26) (-4.02692659e+11 -2.93752140e+09 -1.52128450e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.85459280e+23 -7.54366379e+25 3.06924618e+24) (-3.82123667e+08 -8.14028911e+09 -1.09329156e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
231.5           	((-1.09966396e+26 4.96845726e+24 1.97857151e+26) (-4.16229066e+11 -4.66728709e+09 4.91072632e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.84565051e+24 8.15758172e+25 -3.17213920e+24) (-6.29110612e+08 -5.53643068e+09 -1.19433210e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
231.75          	((1.01265683e+26 -2.70132975e+23 -1.69088606e+26) (-4.18761958e+11 4.37076959e+07 -6.46705634e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.28845193e+23 -6.85822504e+25 5.61650619e+24) (-4.36567789e+08 -8.00300078e+09 -1.01001870e+10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
