# Forces        
# CofR          : (5.00000000e-01 5.00000000e-02 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
1582            	((8.54369545e+22 2.17079180e+21 -2.02102769e+23) (-1.29540280e+10 3.68725870e+08 -1.61040731e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.35688907e+21 -8.20563002e+22 7.43210465e+20) (-6.80755504e+06 -2.98458964e+08 -7.07459863e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1584            	((-9.60666713e+22 3.32927537e+21 1.95825446e+23) (-1.33285671e+10 5.33407418e+08 5.94771709e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.15453720e+21 8.07643071e+22 -9.79792440e+20) (-9.01145778e+06 -2.10488731e+08 -7.07458157e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1586            	((1.02157845e+23 -3.20227037e+21 -2.13568580e+23) (-1.30477314e+10 5.12355010e+08 -1.43181843e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.54988768e+21 -8.68823587e+22 1.18367032e+20) (-2.91396129e+07 -2.96440649e+08 -7.04818186e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1588            	((-1.21764360e+23 3.92245658e+21 2.22773015e+23) (-1.37174229e+10 5.41211015e+08 9.87910203e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23731454e+21 9.21139172e+22 8.06421882e+20) (-3.35027871e+07 -2.00979754e+08 -6.75746507e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1590            	((1.14382811e+23 -3.49106896e+21 -1.99466268e+23) (-1.37564757e+10 5.35513503e+08 -1.14498281e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.56860349e+22 -8.10863392e+22 3.66310150e+21) (-5.20167766e+07 -2.97437691e+08 -5.42188350e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1592            	((-1.20983659e+23 4.20728592e+21 2.02480084e+23) (-1.40423517e+10 5.64684712e+08 1.00386207e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.83011694e+22 8.31921265e+22 -4.89628398e+21) (-3.75272541e+07 -2.12438658e+08 -6.10054613e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1594            	((1.14967420e+23 -6.97509797e+21 -2.09412399e+23) (-1.40783198e+10 4.59092394e+08 -8.63076695e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.04915373e+22 -8.45126052e+22 6.87049556e+21) (4.32761054e+06 -2.94486046e+08 -5.85157787e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1596            	((-1.36497928e+23 1.26233353e+22 2.16850490e+23) (-1.47876321e+10 6.64884354e+08 1.44019534e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.30037076e+22 8.90713035e+22 -6.30043111e+21) (-1.86907526e+07 -2.06096464e+08 -5.84974653e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1598            	((1.29420634e+23 -1.58475434e+22 -2.23675833e+23) (-1.48375130e+10 5.35084486e+08 -9.58468964e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.39571144e+21 -9.01081324e+22 1.99862365e+21) (-1.71769567e+07 -3.12974435e+08 -6.73735156e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1600            	((-1.46322730e+23 1.32493190e+22 2.61633536e+23) (-1.53361540e+10 5.14375434e+08 1.67266219e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.09120302e+22 1.07171021e+23 -1.86990862e+21) (-2.90532256e+07 -2.08444141e+08 -6.74943313e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1602            	((1.31779545e+23 -1.15317089e+22 -2.47041001e+23) (-1.55577078e+10 5.34459919e+08 -6.87401127e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.01384179e+21 -9.96924338e+22 7.37288885e+21) (-3.02610733e+07 -3.15965392e+08 -5.38546359e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1604            	((-1.67581521e+23 7.50023513e+21 2.85047609e+23) (-1.65514991e+10 4.68785829e+08 1.78517941e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.19608703e+22 1.16935454e+23 -1.05092546e+22) (-3.77618831e+07 -2.24694953e+08 -6.65977614e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1606            	((1.53080917e+23 -6.53069310e+21 -3.53427651e+23) (-1.68608464e+10 4.99875066e+08 -1.58526593e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.88542852e+21 -1.43260244e+23 4.93072031e+21) (-1.67061687e+07 -3.78566877e+08 -8.10713268e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1608            	((-1.86042901e+23 -1.30448717e+21 3.41135458e+23) (-1.77040504e+10 3.22176690e+08 1.16613132e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.43726860e+20 1.40751114e+23 -5.99760941e+21) (-1.42662343e+07 -2.71313129e+08 -8.63034450e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1610            	((1.56615935e+23 9.83131912e+21 -4.43840658e+23) (-1.82759669e+10 5.50278028e+08 -2.40159086e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.35316837e+22 -1.79886645e+23 8.05552615e+21) (-8.55913452e+06 -4.34483424e+08 -8.65055012e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1612            	((-1.88430559e+23 -2.45678729e+21 4.28951071e+23) (-1.89858498e+10 7.06723894e+08 8.77908584e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.26670076e+22 1.77778623e+23 -2.11049934e+21) (-3.52075732e+07 -3.01254808e+08 -7.46225133e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1614            	((1.79530429e+23 -1.72344206e+21 -3.80954260e+23) (-1.89524922e+10 6.14399329e+08 -1.37585917e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.02503549e+22 -1.54583613e+23 2.92922008e+21) (-2.36135684e+07 -3.99236283e+08 -7.56972836e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1616            	((-2.24370971e+23 2.99044398e+20 3.85871235e+23) (-1.99762468e+10 5.99560575e+08 1.62734681e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.26251932e+22 1.59937689e+23 -8.01812380e+21) (-3.79975662e+07 -2.84041029e+08 -8.97316770e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1618            	((2.18650993e+23 -1.69752800e+22 -3.32313392e+23) (-1.98610081e+10 2.35372862e+08 -9.56776888e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.81082105e+22 -1.34426711e+23 6.75216659e+20) (-2.35187782e+07 -4.00813888e+08 -1.04368698e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1620            	((-2.52230351e+23 1.89384590e+22 3.93051560e+23) (-2.06653607e+10 3.29606947e+08 2.23605480e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.28871158e+22 1.61680866e+23 -5.36701499e+21) (-3.32267134e+07 -2.77091020e+08 -1.15678276e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1622            	((2.30011690e+23 -2.79533739e+22 -4.12243225e+23) (-2.09091792e+10 9.75513030e+07 -8.84074952e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.11681360e+22 -1.66411040e+23 4.48792566e+21) (-3.12447233e+07 -4.21854789e+08 -1.19199711e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1624            	((-2.70222211e+23 1.68096684e+22 4.50650986e+23) (-2.18083257e+10 -7.97621106e+07 2.37539156e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.38001442e+21 1.85104629e+23 -1.19082163e+22) (-9.52652762e+06 -2.96278598e+08 -1.37092158e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1626            	((2.35883828e+23 -1.40714475e+22 -4.33412041e+23) (-2.22229015e+10 -5.40350275e+07 -2.94153277e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.30504478e+21 -1.74151459e+23 1.74738290e+21) (-1.15004931e+07 -4.19763877e+08 -1.55099221e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1628            	((-3.09607613e+23 1.99553229e+22 5.98513960e+23) (-2.36241136e+10 8.39502627e+07 3.57923392e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.30269604e+22 2.45499428e+23 -8.52877881e+21) (-3.67107074e+07 -2.71823010e+08 -1.61929876e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1630            	((3.05892992e+23 -1.33134872e+22 -5.98511337e+23) (-2.35814082e+10 1.69087637e+08 -3.37935995e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.70729094e+21 -2.43108611e+23 1.24753993e+22) (-4.60324842e+07 -4.53807974e+08 -1.54965671e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1632            	((-3.40985533e+23 3.35646323e+21 6.56021296e+23) (-2.42901732e+10 -7.65640254e+06 3.17805211e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.49021341e+22 2.69117514e+23 -2.11784107e+22) (-5.03056357e+07 -3.13549196e+08 -1.69749219e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1634            	((3.48215070e+23 8.76292472e+21 -7.27333874e+23) (-2.40941541e+10 2.03929463e+08 -2.66541673e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.42221114e+22 -2.96109181e+23 3.94047747e+22) (-8.15365384e+07 -4.68550209e+08 -1.39796926e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1636            	((-4.15071190e+23 -2.04991305e+22 7.43418989e+23) (-2.53828635e+10 -4.88769608e+07 3.42489622e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.86320455e+22 3.06512583e+23 -4.19128471e+22) (-9.43370042e+07 -3.23489379e+08 -1.47534553e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1638            	((4.36279450e+23 5.02284735e+22 -8.79161946e+23) (-2.48945851e+10 4.96809042e+08 -1.28680993e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.69427446e+22 -3.59087717e+23 5.05865285e+22) (-5.15332260e+07 -5.31853656e+08 -1.37228875e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1640            	((-4.86931997e+23 -3.56130617e+22 8.54583859e+23) (-2.58852621e+10 6.38916356e+08 2.83776971e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.48627218e+22 3.53841327e+23 -4.58491439e+22) (-7.77471704e+07 -3.62511493e+08 -1.31015283e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1642            	((4.39069956e+23 4.22811178e+22 -7.28277228e+23) (-2.62009032e+10 7.91949672e+08 -6.92997403e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.27171483e+22 -2.96455791e+23 4.85895416e+22) (-5.41511534e+07 -5.14891919e+08 -1.26995709e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1644            	((-5.09330336e+23 -1.90709516e+22 8.77588721e+23) (-2.73539685e+10 1.08829502e+09 3.88454425e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.97101330e+22 3.60733872e+23 -3.31740322e+22) (-4.25290737e+07 -3.35072380e+08 -1.08766544e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1646            	((4.74568771e+23 -4.54470009e+22 -9.16551503e+23) (-2.77041184e+10 8.21636307e+07 -1.88031806e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.56262911e+22 -3.72512589e+23 6.40965635e+21) (1.95998196e+07 -5.85366343e+08 -1.42554391e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1648            	((-5.40225256e+23 3.17887377e+22 1.04091231e+24) (-2.87006170e+10 -5.45311411e+07 3.07725665e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.16872067e+22 4.27305125e+23 -1.70144389e+22) (2.67950939e+07 -3.89923731e+08 -1.61466007e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1650            	((5.14170527e+23 -3.17575628e+22 -1.00066532e+24) (-2.87816885e+10 -9.70692333e+07 -2.01994895e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.49489857e+22 -4.07333531e+23 1.72626629e+22) (3.29684207e+07 -6.14524703e+08 -1.54040762e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1652            	((-6.06823825e+23 1.17982567e+22 1.03303156e+24) (-3.02764847e+10 -3.38680552e+08 2.69786286e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.03276751e+22 4.24323437e+23 -3.05435353e+22) (-1.08065660e+07 -4.37200839e+08 -1.69699051e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1654            	((5.40543323e+23 5.81396207e+21 -1.13475155e+24) (-3.09130749e+10 -7.32504968e+07 -3.17780681e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.24626624e+22 -4.60690711e+23 2.69171523e+22) (3.32608151e+07 -6.98119902e+08 -1.69043424e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1656            	((-5.65385704e+23 -9.09862339e+20 1.26689968e+24) (-3.13880429e+10 -6.07704795e+06 3.00694849e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.67818835e+22 5.19941489e+23 -1.82503474e+22) (9.72681659e+06 -4.45327302e+08 -1.57444118e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1658            	((5.34541382e+23 -1.45526768e+22 -1.23343849e+24) (-3.15480277e+10 -2.22945718e+08 -2.34796300e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.38222884e+22 -5.01226556e+23 1.54892737e+22) (4.37414789e+07 -6.75219000e+08 -1.61043496e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1660            	((-6.73828641e+23 2.01372286e+22 1.18436776e+24) (-3.35662088e+10 -1.25654050e+08 2.82565188e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.62898892e+21 4.88249545e+23 -2.00173563e+22) (1.69580140e+07 -4.84332426e+08 -1.70083607e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1662            	((6.30496085e+23 -5.46038783e+22 -1.25251085e+24) (-3.38616570e+10 -6.14436320e+08 -3.67472497e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.20142403e+22 -5.07580334e+23 8.69103970e+21) (5.63611580e+07 -7.64961539e+08 -1.79991723e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1664            	((-7.32069914e+23 6.25821941e+22 1.33468661e+24) (-3.51453728e+10 -4.37929598e+08 2.50014146e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.31027404e+22 5.49692609e+23 -1.22798241e+22) (6.70414729e+06 -5.25384741e+08 -1.84894927e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1666            	((7.23211086e+23 -1.22270899e+22 -1.37796617e+24) (-3.49834834e+10 1.54052317e+08 -3.16067675e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.50509745e+23 -5.58023136e+23 3.85114700e+22) (1.96998222e+07 -7.67220011e+08 -1.53977517e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1668            	((-8.27429545e+23 -5.58399717e+21 1.62308595e+24) (-3.62771761e+10 -8.63243467e+07 3.75453090e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.68530239e+23 6.67014176e+23 -5.34165326e+22) (-3.68628187e+07 -4.91480273e+08 -1.69615158e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1670            	((6.87340214e+23 4.91469594e+22 -1.52109985e+24) (-3.75119417e+10 4.58573360e+08 -2.58479879e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.02896392e+22 -6.15507185e+23 4.04955625e+22) (-5.47284269e+07 -7.90882944e+08 -1.69076494e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1672            	((-7.72109224e+23 -5.08129330e+22 1.51619013e+24) (-3.86814221e+10 3.54254065e+08 3.13307305e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.82000915e+22 6.22263282e+23 -2.03340150e+22) (-6.22387478e+07 -5.69081803e+08 -1.51658717e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1674            	((7.25056132e+23 1.03847624e+23 -1.45262143e+24) (-3.88968984e+10 1.00750771e+09 -1.25459384e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.60825659e+22 -5.86197411e+23 4.11351994e+22) (-1.07225214e+08 -7.59107541e+08 -1.27377726e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1676            	((-9.05924895e+23 -6.55574046e+22 1.76654685e+24) (-4.09485553e+10 1.29995847e+09 5.48568999e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.75418049e+22 7.24910198e+23 -4.64296416e+22) (-1.55658158e+08 -5.02362690e+08 -1.39498868e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1678            	((7.86329658e+23 2.02857589e+22 -1.85282315e+24) (-4.19848275e+10 8.77679582e+08 -1.34257848e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.24604123e+23 -7.48544760e+23 2.55968101e+22) (-4.43922309e+07 -8.24477507e+08 -1.64561548e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1680            	((-1.06433125e+24 -5.82590190e+21 2.15524159e+24) (-4.47842735e+10 1.03679669e+09 5.47216677e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.93946535e+22 8.86689692e+23 -6.48256149e+22) (-5.63885112e+07 -5.69069709e+08 -2.10347933e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1682            	((1.00281223e+24 -7.69812366e+21 -2.28944501e+24) (-4.51510716e+10 9.15131547e+08 -1.31066672e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.13375853e+23 -9.29537337e+23 5.53497830e+22) (-2.25615249e+06 -8.88206791e+08 -2.18462212e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1684            	((-1.20109649e+24 -9.55805554e+21 2.45418562e+24) (-4.71023149e+10 7.84000503e+08 5.47364208e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.03839129e+23 1.01042841e+24 -6.79435607e+22) (-8.75715028e+07 -6.19861029e+08 -2.27790457e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1686            	((1.15206341e+24 -3.60028030e+22 -2.70589750e+24) (-4.73517109e+10 4.04695486e+08 -1.19320332e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.66973947e+23 -1.09959276e+24 2.15477011e+22) (1.44499170e+07 -9.29915792e+08 -2.65540741e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1688            	((-1.38336943e+24 1.75572983e+20 2.78384290e+24) (-4.95189501e+10 1.46030728e+08 5.89312475e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.05580500e+23 1.14892837e+24 -6.40104881e+22) (4.39576815e+07 -6.45441702e+08 -3.01761027e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1690            	((1.30843255e+24 -1.95500042e+22 -2.47445373e+24) (-4.96994574e+10 3.77509616e+07 -2.41964967e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.47270317e+22 -1.00582619e+24 4.61608971e+22) (2.16756599e+07 -9.32550357e+08 -3.11105608e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1692            	((-1.55747445e+24 6.18269516e+22 2.77180565e+24) (-5.20128350e+10 4.69882629e+08 6.94970095e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.42974724e+23 1.14232377e+24 -6.23501860e+22) (-4.72669315e+07 -6.50198354e+08 -3.18582557e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1694            	((1.56514349e+24 -3.90031296e+21 -2.75318484e+24) (-5.16443684e+10 9.59486665e+08 -5.71183308e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.30031688e+22 -1.12231722e+24 8.90470620e+22) (-8.37857368e+07 -9.92893042e+08 -2.96475837e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1696            	((-1.86146042e+24 6.69898382e+21 3.21390692e+24) (-5.42978217e+10 1.00549856e+09 7.40005424e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.31297971e+23 1.32407766e+24 -7.33889974e+22) (-1.32106404e+08 -6.81284127e+08 -2.87724447e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1698            	((1.90289922e+24 3.05332738e+22 -2.62335492e+24) (-5.35190988e+10 1.32653408e+09 1.33549191e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.42401031e+23 -1.07050992e+24 1.00543821e+23) (-4.78085677e+07 -9.49394308e+08 -2.80231301e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1700            	((-1.96432295e+24 -5.82767046e+22 3.79812779e+24) (-5.42556358e+10 1.06969162e+09 1.09784823e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.88382483e+23 1.55070377e+24 -9.79018374e+22) (-1.19864988e+08 -5.47415561e+08 -2.78891315e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1702            	((1.76777933e+24 -1.40502415e+22 -3.24995165e+24) (-5.53198801e+10 5.65683227e+08 3.44942606e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.46531300e+23 -1.31837171e+24 1.19793602e+23) (-9.83137872e+07 -9.08561338e+08 -2.63883405e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1704            	((-2.16290521e+24 -1.51376658e+22 4.02612157e+24) (-5.85415210e+10 3.32571984e+08 1.10567014e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.99167406e+23 1.63957031e+24 -2.03833054e+23) (-8.84340333e+07 -6.29233935e+08 -3.28602254e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1706            	((1.97357848e+24 -1.33237685e+22 -4.80928499e+24) (-5.98709635e+10 1.24800102e+08 -4.37082545e+06) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.92251689e+23 -1.95283637e+24 1.92316092e+23) (2.72074923e+07 -1.14511343e+09 -3.41148031e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1708            	((-2.65575319e+24 -3.27166213e+22 5.39253185e+24) (-6.44858156e+10 -2.02846974e+08 8.92616355e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.39905402e+23 2.21564877e+24 -2.30211967e+23) (-2.49194943e+07 -8.06536984e+08 -3.63525652e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1710            	((2.27790425e+24 -2.15900402e+22 -5.15941120e+24) (-6.65603099e+10 -5.49937848e+08 -1.74568603e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.29103678e+23 -2.10000037e+24 2.23924809e+23) (3.04797841e+07 -1.30058690e+09 -3.64151827e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1712            	((-2.59275512e+24 -6.71501586e+22 5.37735679e+24) (-6.86773225e+10 -1.10636379e+09 7.98609744e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.67267935e+22 2.20749996e+24 -2.31097985e+23) (6.19786975e+07 -9.08843075e+08 -3.76774161e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1714            	((2.20302675e+24 -1.47532947e+23 -5.31387386e+24) (-7.07717232e+10 -2.40292488e+09 -1.38313110e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.35708168e+22 -2.15418309e+24 9.37403801e+21) (7.42929878e+07 -1.34312068e+09 -4.90599942e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1716            	((-2.90851298e+24 2.75310522e+23 5.45261915e+24) (-7.50692679e+10 -1.59343396e+09 8.34926745e+08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.69278612e+23 2.24813431e+24 -2.58846561e+22) (-2.32127234e+07 -9.75600753e+08 -4.85799268e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
1718            	((3.09353471e+24 -2.64662678e+23 -4.56447109e+24) (-7.38387962e+10 -1.62334418e+09 7.61884556e+07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.61193947e+23 -1.85175174e+24 3.98183009e+22) (9.22443329e+06 -1.30740428e+09 -4.88328748e+09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
