# Force coefficients
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 3.00000000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.28000000e-02
# CofR          : (5.00000000e-01 5.00000000e-02 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
1558            	3.18152033e+20	7.74408977e+21	-1.37566955e+19	3.11273686e+20	-3.25030381e+20
1560            	-4.45470356e+20	-9.22895627e+21	-1.69028905e+20	-5.29984808e+20	3.60955903e+20
1562            	4.85221532e+20	9.03415375e+21	1.73179834e+20	5.71811449e+20	-3.98631615e+20
1564            	-3.72569595e+20	-9.85552814e+21	8.55102024e+19	-3.29814494e+20	4.15324696e+20
1566            	3.76687187e+20	8.75856050e+21	-7.53218810e+20	7.77818904e+16	-7.53296592e+20
1568            	-5.93172678e+20	-1.01681387e+22	6.00764936e+20	-2.92790210e+20	8.93555146e+20
1570            	5.46343582e+20	1.08355523e+22	-1.63778399e+21	-2.72548413e+20	-1.36523558e+21
1572            	-7.51518161e+20	-1.25555872e+22	1.21681060e+21	-1.43112863e+20	1.35992346e+21
1574            	1.30344465e+21	1.12167353e+22	-1.22472936e+21	6.91079975e+20	-1.91580933e+21
1576            	-9.06871546e+20	-1.25184485e+22	1.34940595e+21	-2.32168572e+20	1.58157452e+21
1578            	8.76188634e+20	1.08617331e+22	6.15734971e+19	9.06975382e+20	-8.45401885e+20
1580            	-1.05762510e+21	-1.42045990e+22	-1.65246675e+20	-1.14024843e+21	9.75001758e+20
1582            	1.07256521e+20	1.23298459e+22	3.13278118e+20	2.63895580e+20	4.93825383e+19
1584            	-1.41398881e+20	-1.38638749e+22	4.80464835e+20	9.88335361e+19	3.81631299e+20
1586            	1.70821545e+19	1.47429236e+22	-4.62136090e+20	-2.13985891e+20	-2.48150200e+20
1588            	1.16378885e+20	-1.75724405e+22	5.66069863e+20	3.99413817e+20	1.66656046e+20
1590            	5.28640999e+20	1.65071712e+22	-5.03814099e+20	2.76733950e+20	-7.80548049e+20
1592            	-7.06607899e+20	-1.74597735e+22	6.07175048e+20	-4.03020375e+20	1.01019542e+21
1594            	9.91516516e+20	1.65915391e+22	-1.00661223e+21	4.88210402e+20	-1.49482263e+21
1596            	-9.09247586e+20	-1.96987173e+22	1.82173837e+21	1.62160091e+18	1.82011677e+21
1598            	2.88431648e+20	1.86773567e+22	-2.28704042e+21	-8.55088562e+20	-1.43195186e+21
1600            	-2.69856121e+20	-2.11165849e+22	1.91207731e+21	6.86182533e+20	1.22589477e+21
1602            	1.06401947e+21	1.90177832e+22	-1.66420017e+21	2.31919389e+20	-1.89611956e+21
1604            	-1.51664453e+21	-2.41845503e+22	1.08239747e+21	-9.75445798e+20	2.05784327e+21
1606            	7.11577582e+20	2.20918936e+22	-9.42477877e+20	2.40338644e+20	-1.18281652e+21
1608            	-8.65545830e+20	-2.68488069e+22	-1.88257247e+20	-9.59674453e+20	7.71417207e+20
1610            	1.16253437e+21	2.26020503e+22	1.41880818e+21	1.87193846e+21	-4.53130281e+20
1612            	-3.04577004e+20	-2.71933821e+22	-3.54551597e+20	-4.81852802e+20	1.27301205e+20
1614            	4.22730800e+20	2.59089587e+22	-2.48718779e+20	2.98371411e+20	-5.47090190e+20
1616            	-1.15713664e+21	-3.23801277e+22	4.31566335e+19	-1.13555833e+21	1.17871496e+21
1618            	9.74439853e+19	3.15546482e+22	-2.44978987e+21	-1.12745095e+21	-1.32233892e+21
1620            	-7.74541509e+20	-3.64006580e+22	2.73310632e+21	5.92011651e+20	2.14109467e+21
1622            	6.47675611e+20	3.31941688e+22	-4.03409501e+21	-1.36937189e+21	-2.66472311e+21
1624            	-1.71853589e+21	-3.89971557e+22	2.42588962e+21	-5.05591077e+20	2.93148070e+21
1626            	2.52173805e+20	3.40416072e+22	-2.03072289e+21	-7.63187641e+20	-1.26753525e+21
1628            	-1.23083189e+21	-4.46810654e+22	2.87985519e+21	2.09095701e+20	2.67075948e+21
1630            	1.80038897e+21	4.41449894e+22	-1.92133775e+21	8.39720093e+20	-2.76105784e+21
1632            	-3.05636527e+21	-4.92093743e+22	4.84388454e+20	-2.81417104e+21	3.29855949e+21
1634            	5.68670550e+21	5.02527059e+22	1.26462269e+21	6.31901685e+21	-5.05439416e+21
1636            	-6.04865832e+21	-5.99010561e+22	-2.95833485e+21	-7.52782574e+21	4.56949090e+21
1638            	7.30040184e+21	6.29617291e+22	7.24872909e+21	1.09247664e+22	-3.67603729e+21
1640            	-6.61672553e+21	-7.02716584e+22	-5.13950391e+21	-9.18647748e+21	4.04697357e+21
1642            	7.01220641e+21	6.33644414e+22	6.10180535e+21	1.00631091e+22	-3.96130373e+21
1644            	-4.78751504e+21	-7.35040778e+22	-2.75222702e+21	-6.16362855e+21	3.41140153e+21
1646            	9.25010442e+20	6.84874577e+22	-6.55869021e+21	-2.35433466e+21	-4.20435555e+21
1648            	-2.45544110e+21	-7.79626824e+22	4.58759607e+21	-1.61643068e+20	4.74923914e+21
1650            	2.49126357e+21	7.42025906e+22	-4.58309706e+21	1.99715044e+20	-4.78281210e+21
1652            	-4.40789451e+21	-8.75738640e+22	1.70266705e+21	-3.55656099e+21	5.25922803e+21
1654            	3.88455256e+21	7.80085843e+22	8.39042738e+20	4.30407392e+21	-3.46503119e+21
1656            	-2.63380141e+21	-8.15937159e+22	-1.31306909e+20	-2.69945487e+21	2.56814796e+21
1658            	2.23533667e+21	7.71424133e+22	-2.10017157e+21	1.18525088e+21	-3.28542245e+21
1660            	-2.88880754e+21	-9.72436734e+22	2.90610693e+21	-1.43575408e+21	4.34186101e+21
1662            	1.25424859e+21	9.09901296e+22	-7.88016624e+21	-2.68583453e+21	-5.19433172e+21
1664            	-1.77216451e+21	-1.05648771e+23	9.03155799e+21	2.74361448e+21	6.28794350e+21
1666            	5.55778811e+21	1.04370308e+23	-1.76455417e+21	4.67551103e+21	-6.44006520e+21
1668            	-7.70881428e+21	-1.19410609e+23	-8.05855322e+20	-8.11174195e+21	7.30588662e+21
1670            	5.84412270e+21	9.91935979e+22	7.09265023e+21	9.39044781e+21	-2.29779758e+21
1672            	-2.93450618e+21	-1.11427049e+23	-7.33307544e+21	-6.60104390e+21	-7.32031534e+20
1674            	5.93643198e+21	1.04636576e+23	1.49867842e+22	1.34298241e+22	1.55696010e+21
1676            	-6.70050014e+21	-1.30738676e+23	-9.46092589e+21	-1.14309631e+22	1.97003720e+21
1678            	3.69400718e+21	1.13479273e+23	2.92754210e+21	5.15777823e+21	-2.23023614e+21
1680            	-9.35531757e+21	-1.53599111e+23	-8.40765837e+20	-9.77570049e+21	8.93493465e+21
1682            	7.98781158e+21	1.44720986e+23	-1.11095578e+21	7.43233369e+21	-8.54328947e+21
1684            	-9.80528435e+21	-1.73336405e+23	-1.37937210e+21	-1.04949704e+22	9.11559829e+21
1686            	3.10965946e+21	1.66260189e+23	-5.19574949e+21	5.11784718e+20	-5.70753421e+21
1688            	-9.23768242e+21	-1.99641151e+23	2.53378393e+19	-9.22501350e+21	9.25035134e+21
1690            	6.66171624e+21	1.88826623e+23	-2.82136156e+21	5.25103546e+21	-8.07239701e+21
1692            	-8.99807569e+21	-2.24767140e+23	8.92256506e+21	-4.53679317e+21	1.34593582e+22
1694            	1.28508390e+22	2.25873899e+23	-5.62874203e+20	1.25694019e+22	-1.31322761e+22
1696            	-1.05911433e+22	-2.68636918e+23	9.66764775e+20	-1.01077609e+22	1.10745257e+22
1698            	1.45099953e+22	2.74617163e+23	4.40641363e+21	1.67132022e+22	-1.23067885e+22
1700            	-1.41287172e+22	-2.83481538e+23	-8.41021067e+21	-1.83338225e+22	9.92361185e+21
1702            	1.72880302e+22	2.55117318e+23	-2.02766255e+21	1.62741989e+22	-1.83018614e+22
1704            	-2.94161953e+22	-3.12139964e+23	-2.18459433e+21	-3.05084925e+22	2.83238981e+22
1706            	2.77541233e+22	2.84817251e+23	-1.92282149e+21	2.67927126e+22	-2.87155341e+22
1708            	-3.32230718e+22	-3.83265388e+23	-4.72150372e+21	-3.55838237e+22	3.08623200e+22
1710            	3.23157397e+22	3.28736067e+23	-3.11576963e+21	3.07578549e+22	-3.38736245e+22
1712            	-3.33509376e+22	-3.74173813e+23	-9.69078441e+21	-3.81963298e+22	2.85055454e+22
1714            	1.35281559e+21	3.17930110e+23	-2.12912376e+22	-9.29280320e+21	-1.19984344e+22
1716            	-3.73554772e+21	-4.19742452e+23	3.97314760e+22	1.61301903e+22	2.36012857e+22
1718            	5.74638359e+21	4.46443889e+23	-3.81948309e+22	-1.33510319e+22	-2.48437990e+22
1720            	-9.45964400e+21	-4.68276871e+23	3.54384269e+22	8.25956944e+21	2.71788574e+22
1722            	4.53267785e+22	4.89773951e+23	2.65931483e+22	5.86233526e+22	-3.20302044e+22
1724            	-5.42725876e+22	-5.48695244e+23	-4.19241453e+22	-7.52346602e+22	3.33105149e+22
1726            	4.50919634e+22	5.11158856e+23	5.99008830e+22	7.50424049e+22	-1.51415220e+22
1728            	-3.87809554e+22	-6.57988102e+23	-3.83795482e+22	-5.79707295e+22	1.95911813e+22
1730            	9.10052510e+21	6.35544271e+23	2.11198868e+22	1.96604685e+22	1.45941830e+21
1732            	-4.12199867e+22	-6.82045914e+23	-3.20493997e+22	-5.72446865e+22	2.51952868e+22
1734            	2.17862946e+22	6.13172114e+23	-9.35350367e+21	1.71095427e+22	-2.64630464e+22
1736            	-3.27256694e+22	-7.76083210e+23	-1.17755853e+21	-3.33144487e+22	3.21368901e+22
1738            	2.62789259e+22	6.80065811e+23	-4.12419421e+22	5.65795488e+21	-4.68998970e+22
1740            	-6.31389601e+22	-8.27490789e+23	3.37646849e+21	-6.14507259e+22	6.48271943e+22
1742            	1.06164594e+23	9.15546879e+23	-6.19413006e+21	1.03067529e+23	-1.09261659e+23
1744            	-8.38784784e+22	-1.07679798e+24	2.84488654e+22	-6.96540457e+22	9.81029111e+22
1746            	1.59847230e+23	1.11590741e+24	3.59847993e+22	1.77839629e+23	-1.41854830e+23
1748            	-1.21604757e+23	-1.33408661e+24	-1.39787418e+22	-1.28594128e+23	1.14615387e+23
1750            	1.17814348e+23	1.21336927e+24	1.03890886e+23	1.69759791e+23	-6.58689051e+22
1752            	-1.09774613e+23	-1.35460553e+24	-1.53934110e+23	-1.86741668e+23	3.28075576e+22
1754            	4.71289318e+22	1.09972993e+24	1.13903261e+23	1.04080562e+23	9.82269885e+21
1756            	-5.93534968e+22	-1.38404707e+24	-8.43104078e+22	-1.01508701e+23	1.71982929e+22
1758            	1.86555850e+21	1.40253288e+24	1.98056579e+22	1.17683874e+22	8.03727045e+21
1760            	-6.16143142e+22	-1.63167747e+24	-5.37085918e+22	-8.84686101e+22	3.47600183e+22
1762            	5.47045939e+22	1.52569127e+24	-9.10652877e+21	5.01513295e+22	-5.92578582e+22
1764            	-7.69543966e+22	-1.74636499e+24	7.80369808e+22	-3.79359062e+22	1.15972887e+23
1766            	1.14878184e+23	1.55057842e+24	6.00226327e+22	1.44889501e+23	-8.48668680e+22
1768            	-1.38025753e+23	-1.90114255e+24	-6.21054695e+22	-1.69078487e+23	1.06973018e+23
1770            	1.47825272e+23	1.84579771e+24	-1.45157989e+22	1.40567372e+23	-1.55083171e+23
1772            	-1.60658220e+23	-2.09116465e+24	3.17268038e+22	-1.44794818e+23	1.76521622e+23
1774            	1.09827414e+23	2.07013983e+24	-7.30946208e+22	7.32801038e+22	-1.46374725e+23
1776            	-1.35809883e+23	-2.31343676e+24	1.41391992e+22	-1.28740283e+23	1.42879482e+23
1778            	9.61869703e+22	2.09502176e+24	-7.37917528e+22	5.92910939e+22	-1.33082847e+23
1780            	-7.57284485e+22	-2.44632602e+24	9.91252662e+22	-2.61658154e+22	1.25291082e+23
1782            	1.45236292e+23	2.19803206e+24	-4.87460309e+22	1.20863277e+23	-1.69609308e+23
1784            	-2.03606351e+23	-2.92301902e+24	-3.72332270e+22	-2.22222965e+23	1.84989738e+23
1786            	2.30035650e+23	2.89733578e+24	1.79412431e+23	3.19741865e+23	-1.40329434e+23
1788            	-1.72726151e+23	-3.54851817e+24	-1.53838598e+23	-2.49645450e+23	9.58068524e+22
1790            	9.04007554e+22	3.26484524e+24	1.10406369e+23	1.45603940e+23	-3.51975708e+22
1792            	-8.30297595e+22	-3.45386769e+24	3.56010801e+22	-6.52292195e+22	1.00830300e+23
1794            	-8.02772461e+22	3.52854549e+24	-1.62660379e+23	-1.61607436e+23	-1.05294359e+21
1796            	-5.49618084e+22	-4.16792336e+24	3.96589729e+22	-3.51323219e+22	7.47912948e+22
1798            	2.24190110e+22	3.82688475e+24	3.39553515e+21	2.41167786e+22	-2.07212434e+22
1800            	1.12523559e+22	-4.39266701e+24	1.80402492e+23	1.01453602e+23	7.89488900e+22
1802            	2.68374748e+23	4.30002522e+24	1.58150418e+23	3.47449957e+23	-1.89299539e+23
1804            	-3.75636636e+23	-4.75421027e+24	-3.37351322e+23	-5.44312296e+23	2.06960975e+23
1806            	2.59269671e+23	4.64959457e+24	4.91036001e+22	2.83821471e+23	-2.34717871e+23
1808            	-2.78263269e+23	-5.13881577e+24	-8.28385778e+21	-2.82405198e+23	2.74121340e+23
1810            	3.86381680e+23	4.16656712e+24	1.74046942e+23	4.73405151e+23	-2.99358209e+23
1812            	-4.38671507e+23	-4.71509296e+24	-2.56427342e+23	-5.66885178e+23	3.10457836e+23
1814            	4.44189357e+23	4.61427351e+24	4.41337766e+23	6.64858240e+23	-2.23520474e+23
1816            	-3.81013655e+23	-6.02996303e+24	-4.03040945e+23	-5.82534128e+23	1.79493183e+23
1818            	9.51322000e+22	6.32613824e+24	-6.49429302e+22	6.26607349e+22	-1.27603665e+23
1820            	-2.56724073e+23	-7.20934273e+24	-1.13250568e+23	-3.13349357e+23	2.00098789e+23
1822            	3.89276939e+23	5.99979277e+24	1.71920076e+23	4.75236977e+23	-3.03316900e+23
1824            	-3.90513008e+23	-7.18714229e+24	-2.25259134e+23	-5.03142575e+23	2.77883441e+23
1826            	7.57500105e+23	5.81557611e+24	7.90345049e+23	1.15267263e+24	-3.62327580e+23
1828            	-6.39095486e+23	-7.42738343e+24	-7.06829721e+23	-9.92510347e+23	2.85680625e+23
1830            	3.40930763e+23	7.16703082e+24	5.08974889e+23	5.95418208e+23	-8.64433187e+22
1832            	-5.65464146e+23	-8.61867892e+24	-5.67596527e+23	-8.49262410e+23	2.81665883e+23
1834            	3.07830543e+23	8.67719428e+24	2.08463953e+23	4.12062520e+23	-2.03598566e+23
1836            	-3.15916096e+23	-1.05609729e+25	4.98175298e+21	-3.13425220e+23	3.18406973e+23
1838            	5.58122063e+23	9.75453314e+24	3.32923845e+23	7.24583986e+23	-3.91660141e+23
1840            	-4.86041843e+23	-1.15245371e+25	-3.99069120e+22	-5.05995299e+23	4.66088387e+23
1842            	8.29442580e+23	1.09311513e+25	4.02498815e+23	1.03069199e+24	-6.28193172e+23
1844            	-7.19106931e+23	-1.30318752e+25	-3.11893818e+23	-8.75053840e+23	5.63160022e+23
1846            	6.17066198e+22	1.26523950e+25	-9.88048396e+23	-4.32317578e+23	-5.55730818e+23
1848            	-1.40931588e+23	-1.46127715e+25	1.07031596e+24	3.94226391e+23	6.76089567e+23
1850            	4.42938687e+23	1.40708142e+25	-1.09186549e+24	-1.02994057e+23	-9.88871430e+23
1852            	-4.57787707e+23	-1.58698156e+25	7.17023595e+23	-9.92759089e+22	8.16299504e+23
1854            	8.10546867e+23	1.46141711e+25	-3.89842775e+22	7.91054728e+23	-8.30039006e+23
1856            	-5.47590997e+23	-1.58127451e+25	3.38924311e+23	-3.78128841e+23	7.17053152e+23
1858            	8.54015931e+23	1.49154550e+25	4.65856057e+23	1.08694396e+24	-6.21087902e+23
1860            	-1.31715020e+24	-1.68144021e+25	-1.63105491e+24	-2.13267766e+24	5.01622748e+23
1862            	8.02544538e+23	1.40071488e+25	1.28989254e+24	1.44749081e+24	-1.57598270e+23
1864            	-5.10735631e+23	-1.81029613e+25	-3.59644163e+23	-6.90557713e+23	3.30913550e+23
1866            	2.24325900e+23	1.58104676e+25	1.19564186e+23	2.84107993e+23	-1.64543807e+23
1868            	-3.73736132e+23	-1.95535336e+25	-6.34631894e+22	-4.05467727e+23	3.42004537e+23
1870            	1.40597806e+23	1.57975793e+25	4.34176220e+23	3.57685916e+23	7.64903041e+22
1872            	-8.32750145e+22	-1.91476994e+25	5.20178918e+23	1.76814444e+23	3.43364473e+23
1874            	5.36396598e+23	2.28009315e+25	-3.99962307e+23	3.36415445e+23	-7.36377752e+23
1876            	-6.83774805e+23	-2.38687682e+25	2.65881940e+23	-5.50833835e+23	8.16715776e+23
1878            	1.18582777e+24	2.50962359e+25	1.33239874e+23	1.25244770e+24	-1.11920783e+24
1880            	-9.69912366e+23	-2.80520315e+25	-5.21451249e+22	-9.95984928e+23	9.43839803e+23
1882            	1.48729012e+23	2.67207729e+25	-9.40305803e+23	-3.21423890e+23	-6.18881914e+23
1884            	-4.34778377e+23	-3.30566272e+25	2.25405886e+24	6.92251054e+23	1.56180781e+24
1886            	2.70166717e+22	2.90188062e+25	-9.83923418e+23	-4.64945037e+23	-5.18978381e+23
1888            	1.35896392e+23	-3.23855686e+25	5.70792495e+23	4.21292640e+23	1.49499855e+23
1890            	-1.45630366e+23	2.86602601e+25	-1.47833271e+24	-8.84796720e+23	-5.93535989e+23
1892            	2.67463568e+23	-3.42496257e+25	3.88136095e+24	2.20814404e+24	1.67321691e+24
1894            	1.83869637e+24	3.42906310e+25	-4.21876129e+24	-2.70684276e+23	-3.94807701e+24
1896            	-1.90005197e+24	-4.21846426e+25	2.22149716e+24	-7.89303389e+23	3.01080054e+24
1898            	1.84941847e+24	4.49498607e+25	-2.38646521e+24	6.56185868e+23	-3.04265107e+24
1900            	-2.99097867e+24	-5.05002015e+25	1.08882781e+24	-2.44656476e+24	3.53539257e+24
1902            	1.85726798e+24	4.04276179e+25	-7.31474853e+23	1.49153056e+24	-2.22300541e+24
1904            	-8.13550634e+23	-4.59217233e+25	1.33855784e+24	-1.44271716e+23	1.48282955e+24
1906            	-1.67380461e+24	3.64613448e+25	-4.17238207e+24	-3.75999564e+24	-4.12386428e+23
1908            	1.99332377e+22	-4.06318819e+25	3.05183374e+24	1.54585011e+24	1.50598363e+24
1910            	1.67124771e+24	3.78742875e+25	-2.87520457e+24	2.33645425e+23	-3.10884999e+24
1912            	-3.41899177e+24	-4.63526838e+25	1.82064640e+24	-2.50866857e+24	4.32931497e+24
1914            	3.73237168e+24	4.83151314e+25	-2.22669978e+24	2.61902179e+24	-4.84572157e+24
1916            	-4.56049729e+24	-5.82329314e+25	6.39962751e+23	-4.24051591e+24	4.88047866e+24
1918            	4.68841745e+24	5.43430162e+25	2.34999949e+24	5.86341719e+24	-3.51341770e+24
1920            	-4.07706018e+24	-6.19803338e+25	-1.55845725e+23	-4.15498304e+24	3.99913732e+24
1922            	3.72160426e+24	5.30101767e+25	1.04112631e+24	4.24216741e+24	-3.20104110e+24
1924            	-4.73566766e+24	-6.54933323e+25	-3.98197390e+24	-6.72665461e+24	2.74468071e+24
1926            	3.32015704e+24	4.71759897e+25	2.70740993e+24	4.67386201e+24	-1.96645207e+24
1928            	-3.00400941e+24	-5.89115275e+25	1.43058060e+24	-2.28871911e+24	3.71929971e+24
1930            	4.06150973e+24	5.13341071e+25	1.38198545e+24	4.75250245e+24	-3.37051701e+24
1932            	-4.41484081e+24	-6.18238751e+25	-4.51898926e+24	-6.67433544e+24	2.15534618e+24
1934            	5.47613033e+24	5.49199603e+25	7.84173176e+24	9.39699621e+24	-1.55526446e+24
1936            	-6.82855985e+24	-7.20345840e+25	-7.04392916e+24	-1.03505244e+25	3.30659527e+24
1938            	2.53169494e+24	7.34078868e+25	1.38894385e+24	3.22616686e+24	-1.83722301e+24
1940            	-2.60637478e+24	-8.70608748e+25	-2.32363982e+24	-3.76819468e+24	1.44455487e+24
1942            	3.39220493e+23	9.23615831e+25	-1.04960432e+24	-1.85581667e+23	-8.64022653e+23
1944            	-1.40216612e+24	-1.02829647e+26	2.39122522e+24	-2.06553506e+23	2.59777873e+24
1946            	3.14568268e+24	1.05658474e+26	1.58438768e+24	3.93787652e+24	-2.35348884e+24
1948            	-2.73937807e+24	-1.21478275e+26	2.23783976e+24	-1.62045819e+24	3.85829795e+24
1950            	3.31925664e+24	1.26809681e+26	-1.03760731e+24	2.80045298e+24	-3.83806029e+24
1952            	-5.71048813e+24	-1.33503169e+26	-1.60888379e+22	-5.71853255e+24	5.70244371e+24
1954            	7.68510690e+24	1.40476035e+26	8.79573777e+23	8.12489378e+24	-7.24532001e+24
1956            	-1.13673659e+25	-1.56750769e+26	-2.04587600e+24	-1.23903039e+25	1.03444279e+25
1958            	1.09069183e+25	1.38240852e+26	-2.09010919e+24	9.86186372e+24	-1.19519729e+25
1960            	-1.20796933e+25	-1.62118476e+26	-2.51712933e+24	-1.33382580e+25	1.08211287e+25
1962            	7.23459904e+24	1.41232504e+26	-7.90672265e+24	3.28123772e+24	-1.11879604e+25
1964            	-1.19394079e+25	-1.61803234e+26	3.62579938e+24	-1.01265082e+25	1.37523076e+25
1966            	1.74423185e+25	1.57593991e+26	5.03546163e+24	1.99600493e+25	-1.49245877e+25
1968            	-1.68028517e+25	-1.80262094e+26	-6.03130967e+24	-1.98185066e+25	1.37871969e+25
1970            	1.38782868e+25	1.72601696e+26	8.32789528e+24	1.80422344e+25	-9.71433916e+24
1972            	-1.58540730e+25	-2.11250008e+26	-1.14794105e+25	-2.15937783e+25	1.01143677e+25
1974            	1.29229850e+25	2.04222112e+26	2.33560067e+25	2.46009884e+25	-1.24498163e+24
1976            	-1.28159605e+25	-2.44647212e+26	-1.51022903e+25	-2.03671057e+25	5.26481537e+24
1978            	5.16696419e+24	1.99152091e+26	1.47038972e+25	1.25189128e+25	2.18498439e+24
1980            	-3.93464145e+24	-2.53854214e+26	-7.36624576e+24	-7.61776433e+24	2.51518572e+23
1982            	4.05559785e+24	2.44904213e+26	-1.48064171e+25	-3.34761068e+24	-1.14588064e+25
1984            	-1.13292095e+25	-3.02739873e+26	6.29936442e+24	-8.17952726e+24	1.44788917e+25
1986            	3.64393580e+24	3.07099387e+26	-4.16100846e+25	-1.71611065e+25	-2.44489781e+25
1988            	-1.08558798e+25	-3.58070262e+26	4.60076748e+25	1.21479576e+25	3.38597172e+25
1990            	3.09485577e+25	3.69554889e+26	-3.35202615e+24	2.92725447e+25	-3.26245708e+25
1992            	-2.46478837e+25	-4.03803861e+26	6.33687091e+24	-2.14794482e+25	2.78163191e+25
1994            	2.96057901e+25	3.69779544e+26	2.55282808e+25	4.23699305e+25	-1.68416497e+25
1996            	-2.78677607e+25	-4.16887708e+26	-2.69556588e+25	-4.13455901e+25	1.43899313e+25
1998            	3.15313688e+25	3.88754581e+26	5.17101581e+25	5.73864478e+25	-5.67628972e+24
2000            	-3.05797769e+25	-4.64149316e+26	-6.21569128e+25	-6.16582333e+25	-4.98679507e+23
2002            	2.39613563e+25	4.77975969e+26	4.23802350e+25	4.51514738e+25	-2.77123882e+24
2004            	-1.73884939e+25	-5.32306827e+26	-2.75856970e+25	-3.11813425e+25	3.59564543e+24
2006            	1.61864795e+25	5.11589016e+26	-1.12521610e+25	1.05603990e+25	-2.18125600e+25
2008            	-3.30583011e+25	-5.56174956e+26	1.00779455e+23	-3.30079114e+25	3.31086908e+25
2010            	4.84787196e+24	4.82057311e+26	-4.84437323e+25	-1.93739942e+25	-2.90697381e+25
2012            	-1.56369974e+25	-5.63942854e+26	3.77634015e+25	3.24470338e+24	3.45186981e+25
2014            	2.51683142e+25	5.14731130e+26	-2.67661118e+24	2.38300087e+25	-2.65066198e+25
2016            	-3.14268292e+25	-6.22939761e+26	1.53171038e+23	-3.13502437e+25	3.15034148e+25
2018            	2.70612723e+25	5.07999382e+26	4.07805014e+25	4.74515229e+25	-6.67102157e+24
2020            	-2.02271082e+25	-5.84309771e+26	-3.37582760e+25	-3.71062462e+25	3.34797025e+24
2022            	2.49393916e+25	6.13069131e+26	2.56539948e+25	3.77663890e+25	-1.21123942e+25
2024            	-3.22192266e+25	-7.22958280e+26	-4.64319548e+25	-5.54352040e+25	9.00324918e+24
2026            	4.41503725e+25	8.15544711e+26	5.58239694e+25	7.20623572e+25	-1.62383879e+25
2028            	-6.37819108e+25	-9.27364577e+26	-7.29841455e+25	-1.00273984e+26	2.72898381e+25
2030            	7.25988081e+25	7.55344887e+26	1.15263548e+26	1.30230582e+26	-1.49670341e+25
2032            	-7.62203787e+25	-8.68558037e+26	-8.79644179e+25	-1.20202588e+26	3.22381698e+25
2034            	6.20435211e+25	6.98290881e+26	1.34896492e+26	1.29491767e+26	5.40472489e+24
2036            	-5.57870842e+25	-9.24749122e+26	-1.19517269e+26	-1.15545719e+26	-3.97155016e+24
2038            	4.83686876e+25	8.78251028e+26	7.26082187e+25	8.46727969e+25	-1.20645782e+25
2040            	-6.59744356e+25	-1.09764977e+27	-3.68116141e+25	-8.43802426e+25	4.75686286e+25
2042            	5.40241020e+25	1.02037611e+27	1.30279548e+25	6.05380794e+25	-4.75101246e+25
2044            	-6.36041818e+25	-1.29055285e+27	-2.46688763e+25	-7.59386199e+25	5.12697436e+25
2046            	6.19084647e+25	1.23685589e+27	-1.32332821e+25	5.52918237e+25	-6.85251058e+25
2048            	-5.71136381e+25	-1.54978146e+27	5.67783642e+25	-2.87244560e+25	8.55028203e+25
2050            	1.28367717e+26	1.35910836e+27	-4.31825088e+25	1.06776462e+26	-1.49958971e+26
2052            	-1.05825762e+26	-1.52274353e+27	4.36295083e+25	-8.40110075e+25	1.27640516e+26
2054            	1.02487211e+26	1.45673588e+27	-7.83616846e+25	6.33063691e+25	-1.41668054e+26
2056            	-1.51255406e+26	-1.68288875e+27	4.98053435e+25	-1.26352735e+26	1.76158078e+26
2058            	5.85664495e+25	1.54176049e+27	-1.60094075e+26	-2.14805881e+25	-1.38613487e+26
2060            	-7.57267818e+25	-1.79412081e+27	1.18305386e+26	-1.65740891e+25	1.34879475e+26
2062            	6.17911129e+25	1.68964260e+27	-4.67972509e+25	3.83924875e+25	-8.51897384e+25
2064            	-3.93435276e+25	-2.12569685e+27	1.04243391e+26	1.27781680e+25	9.14652233e+25
2066            	1.17058094e+26	2.03760256e+27	1.28771257e+26	1.81443722e+26	-5.26724658e+25
2068            	-1.29161548e+26	-2.32589953e+27	-1.25726564e+26	-1.92024830e+26	6.62982658e+25
2070            	2.12554937e+26	2.23305114e+27	2.51048699e+26	3.38079287e+26	-8.70305878e+25
2072            	-1.78344681e+26	-2.61855317e+27	-2.48987197e+26	-3.02838280e+26	5.38510826e+25
2074            	1.25309769e+26	2.71524348e+27	-9.47149980e+24	1.20574019e+26	-1.30045518e+26
2076            	-1.24771247e+26	-2.91351937e+27	8.85981996e+25	-8.04721472e+25	1.69070347e+26
2078            	9.81806597e+25	2.72163228e+27	-1.09634430e+26	4.33634447e+25	-1.52997875e+26
2080            	-1.12211415e+26	-3.15011579e+27	1.00286271e+26	-6.20682800e+25	1.62354551e+26
2082            	-6.07808435e+25	2.73117335e+27	-3.53277267e+26	-2.37419477e+26	-1.15857790e+26
2084            	-8.87063637e+25	-3.41808517e+27	3.25444938e+26	7.40161054e+25	2.51428833e+26
2086            	5.43145357e+25	2.81950375e+27	-3.09437964e+26	-1.00404446e+26	-2.09033518e+26
2088            	-7.06204657e+25	-3.48131321e+27	3.63027260e+26	1.10893164e+26	2.52134096e+26
2090            	6.25890546e+25	3.10028951e+27	-1.36196050e+26	-5.50897022e+24	-1.30687079e+26
